ID,title,score,director,cast,country,added,release,rating,duration,description,platform,Action & Adventure,Adult Animation,Animals & Nature,Animation,Anime,Anthology,Arthouse,Arts,Biographical,Black Stories,Buddy,Cartoons,Children & Family Movies,Classic Movies,Comedies,Coming of Age,Crime,Cult Movies,Dance,Disaster,Documentaries,Drama,Entertainment,Faith & Spirituality,Family,Fantasy,History,Horror & Suspense,Independent Movies,International,Kids,LGBTQ,Lifestyle & Culture,Medical,Military and War,Music,Mystery,News,Parody,Reality,Romance,Romantic Comedies,Sci-Fi & Fantasy,Science & Technology,Special Interest,Sports,Spy/Espionage,Stand Up,Superhero,Survival,Teen,Thriller,Variety,Western
4321,The Front,63,Martin Ritt,"Woody Allen, Zero Mostel, Herschel Bernardi, Michael Murphy, Andrea Marcovicci, Danny Aiello, Sam McMurray",,,1976,13+,95 min,"Woody Allen plays a bookmaker who become ""a front"" for a group of blacklisted Hollywood screenwriters who aren't able to get a job, because of their alleged communist ties. The Front was written by blacklisted Walter Bernstein and features performances from several blacklisted entertainers, including Herschel Bernardi, Joshua Shelley, Lloyd Gough, and Zero Mostel.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,A Girl Like Her,63,Amy S. Weber,"Hunter King, Lexi Ainsworth, Jimmy Bennett",United States,,2013,16+,92 min,"Everybody's dream girl. One girl's nightmare. Based on a million true stories, a girl like her follows 16-year-old Jessica and her hidden camera that documents the merciless bullying handed down by Avery, the most popular girl in school.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,Soapdish,63,Michael Hoffman,"Robert Downey Jr., Sally Field, Teri Hatcher, Cathy Moriarty, Paul Johansson, Elisabeth Shue, Whoopi Goldberg, Kevin Kline, Carrie Fisher, Kathy Najimy, Willie Garson",United States,,1991,PG-13,96 min,"The cast and crew of The Sun Also Sets, America's hottest soap opera have on-screen drama and off-screen craziness with enough dirty laundry to keep everyone in hot water in this unadulterated comedy.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,Frances,63,Graeme Clifford,"Jessica Lange, Sam Shepard, Kim Stanley, Darrell Larson, Woodrow Parfrey, Jack Riley",,,1982,R,140 min,Jessica Lange stars in her Oscar-nominated performance of the true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,Beneath Hill 60,63,Jeremy Sims,"Brendan Cowell, Harrison Gilbertson, Steve LeMarquand",,,2011,R,122 min,"As the Great War rampages across Europe, a brave platoon of tunnelers fight beneath enemy lines to defend an underground labyrinth packed with enough explosives to change the course of the war.",Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,April Fool's Day,63,Fred Walton,"Jay Baker, Pat Barlow, Deborah Foreman, Lloyd Berry",,,1986,R,89 min,"When Muffy St. John invited her college friends up to her parents' secluded island home for the time of their lives, she just forgot to tell them it might be the last time of their lives.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,Just Friends,63,Roger Kumble,"Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root","Germany, United States, Canada",2019-09-01,2005,PG-13,94 min,"Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.",Netflix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,Just Friends,63,Ellen Smit,"Josha Stradowski, Majd Mardo, Jenny Arean, Tanja Jess",,,2019,18+,84 min,"This ultra-sexy romantic dramedy offers something beyond the usual pleasures of a young gay love story, and the conflicts with their families have nothing to do with Yad and Joris's sexuality, marking Just Friends as a truly modern tale of queer love.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,Hatchet,63,Adam Green,"Joel David Moore, Deon Richmond, Mercedes McNab, Tony Todd, Robert Englund, Kane Hodder",,,2007,R,84 min,A boat ride of the haunted Louisiana bayous takes a turn for the worse when the tourists learn the terrifying tale of local legend who accidentally killed with a hatchet by the hands of his own father.,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,In the Electric Mist,63,Bertrand Tavernier,"Tommy Lee Jones, John Goodman, Peter Sarsgaard, Kelly Macdonald, Mary Steenburgen",,,2009,R,102 min,"While on an investigation into a series of grisly murders, veteran detective Dave Robicheaux (Jones) navigates his way through the Louisiana bayou and the dark, sultry world of New Orleans mobster ""Baby Feet"" Balboni (John Goodman). A tangled web of killings, past and present, converges in a shocking showdown with stakes that become deeply personal to Robicheaux and his family.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,Kill Me Three Times,63,Kriv Stenders,"Simon Pegg, Sullivan Stapleton, Teresa Palmer, Alice Braga, Callan Mulvey, Luke Hemsworth",,,2015,R,90 min,"Simon Pegg plays the assassin, Charlie Wolfe, who discovers he isn't the only person trying to kill the temptress of a surfing town (Alice Braga). Charlie is at the center of three tales of murder, mayhem, blackmail and revenge.",Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,Wishmaster,63,Robert Kurtzman,"Andrew Divoff, Kane Hodder, Robert Englund, Tammy Lauren, Tony Todd",United States,,1997,R,90 min,"From executive producer Wes Craven comes this fantasy-horror cult classic that spawned three sequels. When a jewelry appraiser is given an ancient gem, she unwittingly unleashes an immortal spirit that grants humans wishes in exchange for their souls.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4333,Mardaani,63,Pradeep Sarkar,"Rani Mukerji, Sanjay Taneja, Priyanka Sharma, Gautam Babbar, Ashish Warang, Tahir Raj Bhasin",India,,2014,18+,113 min,"India is the world's hub for child sex trafficking. Shivani Shivaji Roy, Senior Inspector, Crime Branch, Mumbai Police, sets out to confront the mastermind behind a child trafficking mafia, who makes the mistake of kidnapping and smuggling a teenage girl, Pyari. What follows is a cat and mouse game between a fearless cop and a young and ruthless mafia kingpin in a war which is very personal.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4334,Wonderstruck,63,Todd Haynes,"Julianne Moore, Oakes Fegley, Millicent Simmonds, Jaden Michael, Cory Michael Smith, Tom Noonan, Michelle Williams",United States,,2017,PG,115 min,"Ben and Rose are children from two different eras who secretly wish their lives were different. Ben longs for the father he has never known, while Rose dreams of a mysterious actress whose life she chronicles in a scrapbook. When Ben discovers a puzzling clue in his home and Rose reads an enticing headline in the newspaper, both children set out on quests that unfold with mesmerizing symmetry.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,Split Second,63,Tony Maylam,"Rutger Hauer, Kim Catrall, Michael J. Pollard, Alistair Duncan, Alun Armstrong, Pete Postlethwaite",United Kingdom,,1992,R,91 min,"In a flooded dystopian future, Detective Harley Stone hunts a serial killer who murdered his partner and has haunted him ever since. He soon discovers what he is hunting might not be human.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4336,The Perfect Score,63,Brian Robbins,"Erika Christensen, Chris Evans, Bryan Greenberg, Scarlett Johansson, Darius Miles, Leonardo Nam, Matthew Lillard, Tyra Ferrell","United States, Germany",,2004,PG-13,93 min,"Scarlett Johansson, Erika Christensen, Chris Evans and Darius Miles lead this coming-of-age tale about six students who break into the testing center and steal the answers to the S.A.T.",Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,Under the Boardwalk: The Monopoly Story,63,Kevin Tostado,Zachary Levi,United States,,2011,G,88 min,"""Under the Boardwalk"" looks into how the classic board game of Monopoly has become a worldwide cultural phenomenon, people who collect anything and everything Monopoly, and follows the colorful players who come together to compete for the coveted title of Monopoly World Champion.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4338,The Only Living Boy in New York,63,Marc Webb,"Callum Turner, Kate Beckinsale, Pierce Brosnan, Cynthia Nixon, Kiersey Clemons, and Jeff Bridges",,,2017,R,88 min,"Adrift in New York City, a recent college graduate seeks the guidance of an eccentric neighbor as his life is upended by his father’s mistress in the sharp and witty coming-of-age story The Only Living Boy in New York.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,The Vanishing,62,Kristoffer Nyholm,"Gerard Butler, Peter Mullan, Olafur Darri Olafsson, Gary Lewis, Søren Malling",,,2019,R,108 min,"On an uninhabited island 20 miles from the Scottish coast, three lighthouse keepers arrive for their six-week shift. They stumble upon something that isn’t theirs to keep, triggering a tense battle for survival.",Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
